,medicine_name,active_substance,atc_code,medicine_url,pdf_url,source_block,manufacturer_name,address,country,manufacturer_step
1,Zutectra,human hepatitis B immunoglobulin,J06BB04,https://www.ema.europa.eu/en/medicines/human/EPAR/zutectra,https://www.ema.europa.eu/en/documents/product-information/zutectra-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Biotest AG
Landsteinerstr. 5
D-63303 Dreieich
Germany
Name and address of the manufacturer responsible for batch release
Biotest Pharma GmbH
Landsteinerstrasse 5
D-63303 Dreieich
Germany",Biotest AG,"Landsteinerstr. 5
D-63303 Dreieich
Germany",Germany,1
2,Zutectra,human hepatitis B immunoglobulin,J06BB04,https://www.ema.europa.eu/en/medicines/human/EPAR/zutectra,https://www.ema.europa.eu/en/documents/product-information/zutectra-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Biotest AG
Landsteinerstr. 5
D-63303 Dreieich
Germany
Name and address of the manufacturer responsible for batch release
Biotest Pharma GmbH
Landsteinerstrasse 5
D-63303 Dreieich
Germany",Biotest Pharma GmbH,"Landsteinerstrasse 5
D-63303 Dreieich
Germany",Germany,2
3,Sugammadex Mylan,,V03AB35,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-mylan,https://www.ema.europa.eu/en/documents/product-information/sugammadex-mylan-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Viatris Santé
1 rue de Turin
69007 Lyon
France
Eurofins BioPharma Product testing Budapest Kft
Anonymus Utca 6, Kerulet,
Budapest IV, 1045
Hungary
Viatris Germany GmbH
Benzstrasse 1
Bad Homburg
Hesse
61352
Germany",Viatris Santé,"1 rue de Turin
69007 Lyon
France",France,2
4,Sugammadex Mylan,sugammadex sodium,V03AB35,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-mylan,https://www.ema.europa.eu/en/documents/product-information/sugammadex-mylan-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Viatris Santé
1 rue de Turin
69007 Lyon
France
Eurofins BioPharma Product testing Budapest Kft
Anonymus Utca 6, Kerulet,
Budapest IV, 1045
Hungary
Viatris Germany GmbH
Benzstrasse 1
Bad Homburg
Hesse
61352
Germany",Eurofins BioPharma Product testing Budapest Kft,"Anonymus Utca 6, Kerulet,
Budapest IV, 1045
Hungary",Hungary,2
5,Sugammadex Mylan,sugammadex sodium,V03AB35,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-mylan,https://www.ema.europa.eu/en/documents/product-information/sugammadex-mylan-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Viatris Santé
1 rue de Turin
69007 Lyon
France
Eurofins BioPharma Product testing Budapest Kft
Anonymus Utca 6, Kerulet,
Budapest IV, 1045
Hungary
Viatris Germany GmbH
Benzstrasse 1
Bad Homburg
Hesse
61352
Germany",Viatris Germany GmbH,"Benzstrasse 1
Bad Homburg
Hesse
61352
Germany",Germany,2
6,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE",Delorbis Pharmaceuticals Ltd.,"17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS",Cyprus,2
7,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE",Laboratori Fundacio Dau,"C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN",Spain,2
8,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE","Accord Healthcare B.V.,","Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS",Netherlands,2
9,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE",Pharmadox Healthcare Ltd.,"KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA",Malta,2
10,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE","Accord Healthcare Polska Sp.z o.o.,","ul. Lutomierska 50,95-200 Pabianice, POLAND",Poland,2
11,Posaconazole Accord,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Delorbis Pharmaceuticals Ltd.
17, Athinon Street
Ergates Industrial Area
2643 Nicosia
CYPRUS
Laboratori Fundacio Dau
C/ C, 12-14 Pol. Ind. Zona Franca
08040 Barcelona
SPAIN
Accord Healthcare B.V.,
Winthontlaan 200,
3526 KV Utrecht,
THE NETHERLANDS
Pharmadox Healthcare Ltd.
KW20A Kordin Industrial Park
Paola, PLA 3000
MALTA
Accord Healthcare Polska Sp.z o.o.,
ul. Lutomierska 50,95-200 Pabianice, POLAND
Accord Healthcare Single Member S.A.
64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE",Accord Healthcare Single Member S.A.,"64th Km National Road Athens,Lamia,
Schimatari, 32009,
GREECE",Greece,2
12,Kineret,anakinra,L04AC03,https://www.ema.europa.eu/en/medicines/human/EPAR/kineret,https://www.ema.europa.eu/en/documents/product-information/kineret-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
A-1121 Vienna
Austria
Pfizer Health AB
Mariefredsvägen 37
SE-645 41 Strängnäs
Sweden
Name and address of the manufacturer responsible for batch release
Swedish Orphan Biovitrum AB (publ)
SE-112 76 Stockholm
Sweden",Boehringer Ingelheim RCV GmbH & Co KG,"Dr. Boehringer-Gasse 5-11
A-1121 Vienna
Austria",Austria,1
13,Kineret,anakinra,L04AC03,https://www.ema.europa.eu/en/medicines/human/EPAR/kineret,https://www.ema.europa.eu/en/documents/product-information/kineret-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
A-1121 Vienna
Austria
Pfizer Health AB
Mariefredsvägen 37
SE-645 41 Strängnäs
Sweden
Name and address of the manufacturer responsible for batch release
Swedish Orphan Biovitrum AB (publ)
SE-112 76 Stockholm
Sweden",Pfizer Health AB,"Mariefredsvägen 37
SE-645 41 Strängnäs
Sweden",Sweden,1
14,Kineret,anakinra,L04AC03,https://www.ema.europa.eu/en/medicines/human/EPAR/kineret,https://www.ema.europa.eu/en/documents/product-information/kineret-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
A-1121 Vienna
Austria
Pfizer Health AB
Mariefredsvägen 37
SE-645 41 Strängnäs
Sweden
Name and address of the manufacturer responsible for batch release
Swedish Orphan Biovitrum AB (publ)
SE-112 76 Stockholm
Sweden",Swedish Orphan Biovitrum AB (publ),"SE-112 76 Stockholm
Sweden",Sweden,2
15,Efmody,hydrocortisone,H02AB09,https://www.ema.europa.eu/en/medicines/human/EPAR/efmody,https://www.ema.europa.eu/en/documents/product-information/efmody-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Skyepharma Production S.A.S
Zone Industrielle Chesnes Ouest
55 Rue du Montmurier
Saint-Quentin-Fallavier, 38070
France",Skyepharma Production S.A.S,"Zone Industrielle Chesnes Ouest
55 Rue du Montmurier
Saint-Quentin-Fallavier, 38070
France",France,2
16,HyQvia,human normal immunoglobulin,J06BA01,https://www.ema.europa.eu/en/medicines/human/EPAR/hyqvia,https://www.ema.europa.eu/en/documents/product-information/hyqvia-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance(s)
Baxalta Belgium Manufacturing SA
Boulevard René Branquart 80
B-7860 Lessines
Belgium
Name and address of the manufacturers responsible for batch release
Baxalta Belgium Manufacturing SA
Boulevard René Branquart 80
B-7860 Lessines
Belgium",Baxalta Belgium Manufacturing SA,"Boulevard René Branquart 80
B-7860 Lessines
Belgium",Belgium,1
17,Rapamune,sirolimus,L04AH01,https://www.ema.europa.eu/en/medicines/human/EPAR/rapamune,https://www.ema.europa.eu/en/documents/product-information/rapamune-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Rapamune 1 mg/mL oral solution
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium
Rapamune 0.5 mg coated tablets, Rapamune 1 mg coated tablets, Rapamune 2 mg coated tablets
Pfizer Ireland Pharmaceuticals Unlimited Company
Little Connell, Newbridge, Co. Kildare, W12 HX57
Ireland
Pfizer Manufacturing Deutschland GmbH
Mooswaldallee 1
79108 Freiburg Im Breisgau
Germany",Pfizer Service Company BV,"Hermeslaan 11
1932 Zaventem
Belgium
Rapamune 0.5 mg coated tablets, Rapamune 1 mg coated tablets, Rapamune 2 mg coated tablets",Belgium,2
18,Rapamune,sirolimus,L04AH01,https://www.ema.europa.eu/en/medicines/human/EPAR/rapamune,https://www.ema.europa.eu/en/documents/product-information/rapamune-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Rapamune 1 mg/mL oral solution
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium
Rapamune 0.5 mg coated tablets, Rapamune 1 mg coated tablets, Rapamune 2 mg coated tablets
Pfizer Ireland Pharmaceuticals Unlimited Company
Little Connell, Newbridge, Co. Kildare, W12 HX57
Ireland
Pfizer Manufacturing Deutschland GmbH
Mooswaldallee 1
79108 Freiburg Im Breisgau
Germany",Pfizer Ireland Pharmaceuticals Unlimited Company,"Little Connell, Newbridge, Co. Kildare, W12 HX57
Ireland",Ireland,2
19,Rapamune,sirolimus,L04AH01,https://www.ema.europa.eu/en/medicines/human/EPAR/rapamune,https://www.ema.europa.eu/en/documents/product-information/rapamune-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Rapamune 1 mg/mL oral solution
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium
Rapamune 0.5 mg coated tablets, Rapamune 1 mg coated tablets, Rapamune 2 mg coated tablets
Pfizer Ireland Pharmaceuticals Unlimited Company
Little Connell, Newbridge, Co. Kildare, W12 HX57
Ireland
Pfizer Manufacturing Deutschland GmbH
Mooswaldallee 1
79108 Freiburg Im Breisgau
Germany",Pfizer Manufacturing Deutschland GmbH,"Mooswaldallee 1
79108 Freiburg Im Breisgau
Germany",Germany,2
20,Namuscla,Mexiletine hydrochloride,C01BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/namuscla,https://www.ema.europa.eu/en/documents/product-information/namuscla-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Hormosan Pharma GmbH
Hanauer Landstraße 139-143,
60314 Frankfurt am Main
Germany",Hormosan Pharma GmbH,"Hanauer Landstraße 139-143,
60314 Frankfurt am Main
Germany",Germany,2
21,Sirturo,bedaquiline fumarate,J04AK05,https://www.ema.europa.eu/en/medicines/human/EPAR/sirturo,https://www.ema.europa.eu/en/documents/product-information/sirturo-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Janssen Pharmaceutica NV
Turnhoutseweg 30
B-2340 Beerse
Belgium",Janssen Pharmaceutica NV,"Turnhoutseweg 30
B-2340 Beerse
Belgium",Belgium,2
22,Nexium Control,esomeprazole,A02BC05,https://www.ema.europa.eu/en/medicines/human/EPAR/nexium-control,https://www.ema.europa.eu/en/documents/product-information/nexium-control-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Haleon Italy Manufacturing S.r.l.
Via Nettunense, 90
04011 Aprilia (LT)
Italy",Haleon Italy Manufacturing S.r.l.,"Via Nettunense, 90
04011 Aprilia (LT)
Italy",Italy,2
23,Pazenir,paclitaxel,L01CD01,https://www.ema.europa.eu/en/medicines/human/EPAR/pazenir,https://www.ema.europa.eu/en/documents/product-information/pazenir-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merckle GmbH
Ludwig-Merckle-Strasse 3
89143 Blaubeuren
Germany
Pharmachemie B.V.
Swensweg 5
2031 GA Haarlem
Netherlands
Teva Nederland B.V. (additional entity)
Swensweg 5
2031GA Haarlem
NETHERLANDS",Merckle GmbH,"Ludwig-Merckle-Strasse 3
89143 Blaubeuren
Germany",Germany,2
24,Pazenir,paclitaxel,L01CD01,https://www.ema.europa.eu/en/medicines/human/EPAR/pazenir,https://www.ema.europa.eu/en/documents/product-information/pazenir-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merckle GmbH
Ludwig-Merckle-Strasse 3
89143 Blaubeuren
Germany
Pharmachemie B.V.
Swensweg 5
2031 GA Haarlem
Netherlands
Teva Nederland B.V. (additional entity)
Swensweg 5
2031GA Haarlem
NETHERLANDS",Pharmachemie B.V.,"Swensweg 5
2031 GA Haarlem
Netherlands",Netherlands,2
25,Pazenir,paclitaxel,L01CD01,https://www.ema.europa.eu/en/medicines/human/EPAR/pazenir,https://www.ema.europa.eu/en/documents/product-information/pazenir-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merckle GmbH
Ludwig-Merckle-Strasse 3
89143 Blaubeuren
Germany
Pharmachemie B.V.
Swensweg 5
2031 GA Haarlem
Netherlands
Teva Nederland B.V. (additional entity)
Swensweg 5
2031GA Haarlem
NETHERLANDS",Teva Nederland B.V. (additional entity),"Swensweg 5
2031GA Haarlem
NETHERLANDS",Netherlands,2
26,Opdivo,nivolumab,L01FF01,https://www.ema.europa.eu/en/medicines/human/EPAR/opdivo,https://www.ema.europa.eu/en/documents/product-information/opdivo-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Swords Laboratories Unlimited Company t/a Bristol-Myers Squibb Cruiserath Biologics
Cruiserath Road, Mulhuddart
Dublin 15, D15 H6EF
Ireland
Name and address of the manufacturer responsible for batch release
Swords Laboratories Unlimited Company t/a Bristol-Myers Squibb Cruiserath Biologics
Cruiserath Road, Mulhuddart
Dublin 15, D15 H6EF
Ireland",Swords Laboratories Unlimited Company t/a Bristol-Myers Squibb Cruiserath Biologics,"Cruiserath Road, Mulhuddart
Dublin 15, D15 H6EF
Ireland",Ireland,1
27,Eurneffy,epinephrine,C01CA24,https://www.ema.europa.eu/en/medicines/human/EPAR/eurneffy,https://www.ema.europa.eu/en/documents/product-information/eurneffy-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
ALK-Abelló A/S
Venlighedsvej 10
2970 Hørsholm
Denmark
ALK-Abelló S.A.
Miguel Fleta 19
28037 Madrid
Spain",ALK-Abelló A/S,"Venlighedsvej 10
2970 Hørsholm
Denmark",Denmark,2
28,Eurneffy,epinephrine,C01CA24,https://www.ema.europa.eu/en/medicines/human/EPAR/eurneffy,https://www.ema.europa.eu/en/documents/product-information/eurneffy-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
ALK-Abelló A/S
Venlighedsvej 10
2970 Hørsholm
Denmark
ALK-Abelló S.A.
Miguel Fleta 19
28037 Madrid
Spain",ALK-Abelló S.A.,"Miguel Fleta 19
28037 Madrid
Spain",Spain,2
29,Trumenba,Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A; Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B,J07AH09,https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba,https://www.ema.europa.eu/en/documents/product-information/trumenba-epar-product-information_en.pdf,"A. MANUFACTUREROF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturerof the biological active substance
Pfizer Health AB
Mariefredsvägen 37
S-645 41 Strängnäs
Sweden
Name and address of the manufacturer responsible for batch release
Pfizer Manufacturing Belgium NV
Rijksweg 12
2870 Puurs-Sint-Amands
Belgium",Pfizer Health AB,"Mariefredsvägen 37
S-645 41 Strängnäs
Sweden",Sweden,1
30,Trumenba,Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A; Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B,J07AH09,https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba,https://www.ema.europa.eu/en/documents/product-information/trumenba-epar-product-information_en.pdf,"A. MANUFACTUREROF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturerof the biological active substance
Pfizer Health AB
Mariefredsvägen 37
S-645 41 Strängnäs
Sweden
Name and address of the manufacturer responsible for batch release
Pfizer Manufacturing Belgium NV
Rijksweg 12
2870 Puurs-Sint-Amands
Belgium",Pfizer Manufacturing Belgium NV,"Rijksweg 12
2870 Puurs-Sint-Amands
Belgium",Belgium,2
31,Mekinist,trametinib,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/mekinist,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovskova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovskova ulica 57
1000, Ljubljana
Slovenia
Glaxo Wellcome, S.A.
Avda. Extremadura, 3
09400, Aranda de Duero
Burgos
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Lek Pharmaceuticals d.d.,"Verovskova ulica 57
1526, Ljubljana
Slovenia",Slovenia,2
32,Mekinist,trametinib,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/mekinist,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovskova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovskova ulica 57
1000, Ljubljana
Slovenia
Glaxo Wellcome, S.A.
Avda. Extremadura, 3
09400, Aranda de Duero
Burgos
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharmaceutical Manufacturing LLC,"Verovskova ulica 57
1000, Ljubljana
Slovenia",Slovenia,2
33,Mekinist,trametinib,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/mekinist,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovskova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovskova ulica 57
1000, Ljubljana
Slovenia
Glaxo Wellcome, S.A.
Avda. Extremadura, 3
09400, Aranda de Duero
Burgos
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany","Glaxo Wellcome, S.A.","Avda. Extremadura, 3
09400, Aranda de Duero
Burgos
Spain",Spain,2
34,Mekinist,trametinib,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/mekinist,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovskova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovskova ulica 57
1000, Ljubljana
Slovenia
Glaxo Wellcome, S.A.
Avda. Extremadura, 3
09400, Aranda de Duero
Burgos
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharma GmbH,"Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Germany,2
35,Nuwiq,,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/nuwiq,https://www.ema.europa.eu/en/documents/product-information/nuwiq-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Octapharma AB
Lars Forssells gata 23
Stockholm
11275
Sweden
Name and address of the manufacturer(s) responsible for batch release
Octapharma AB
Lars Forssells gata 23
Stockholm
11275
Sweden",Octapharma AB,"Lars Forssells gata 23
Stockholm
11275
Sweden",Sweden,1
36,Dazparda,insulin aspart,A10AB05,https://www.ema.europa.eu/en/medicines/human/EPAR/dazparda,https://www.ema.europa.eu/en/documents/product-information/dazparda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
Gan & Lee Pharmaceuticals
No.8 Nanfeng West First Road
Huoxian Town
Tongzhou District
Beijing, China, 101109
Name and address of the manufacturers responsible for batch release
IL-CSM Clinical Supplies Management GmbH
Marie-Curie-Strasse 8
Loerrach, Baden-Wuerttemberg, 79539, Germany",Gan & Lee Pharmaceuticals,"No.8 Nanfeng West First Road
Huoxian Town
Tongzhou District
Beijing, China, 101109",China,1
